	Kingdom	Phylum	Class	Order	Family	Genus
SIP3573	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Not_annotated	Not_annotated
SIP3574	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
SIP3575	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Not_annotated
SIP3576	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3577	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Not_annotated
SIP3578	Bacteria	Verrucomicrobia	Opitutae	RS-B22	Not_annotated	Not_annotated
SIP3579	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3580	Bacteria	Planctomycetes	OM190	Not_annotated	Not_annotated	Not_annotated
SIP3581	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3582	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
SIP3583	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3584	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3585	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3586	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	Not_annotated	Not_annotated
SIP3587	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3588	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	SAR202_Clade3
SIP3589	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Cerasicoccus
SIP3590	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	Not_annotated	Not_annotated
SIP3591	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27
SIP3592	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Pleionea
SIP3593	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3594	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3595	Bacteria	Chloroflexi	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3596	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3597	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
SIP3598	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Anaerococcus
SIP3599	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
SIP3600	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	Not_annotated
SIP3601	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Not_annotated
SIP3602	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
SIP3603	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
SIP3604	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3605	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3606	Bacteria	Planctomycetes	OM190	Not_annotated	Not_annotated	Not_annotated
SIP3607	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter
SIP3608	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3609	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Not_annotated	Not_annotated
SIP3610	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3611	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	Not_annotated
SIP3612	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	Not_annotated
SIP3613	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3614	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Palleronia
SIP3615	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	Not_annotated	Not_annotated
SIP3616	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3617	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
SIP3618	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
SIP3619	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3620	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus
SIP3621	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Not_annotated
SIP3622	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas
SIP3623	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Not_annotated
SIP3624	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3625	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas
SIP3626	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas
SIP3627	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3628	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	Not_annotated
SIP3629	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3630	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IIIa	Not_annotated
SIP3631	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabibacter
SIP3632	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella
SIP3633	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
SIP3634	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Not_annotated
SIP3635	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Not_annotated
SIP3636	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3637	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
SIP3638	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3639	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3640	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3641	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Not_annotated	Not_annotated
SIP3642	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	Not_annotated
SIP3643	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
SIP3644	Bacteria	Verrucomicrobia	Opitutae	RS-B22	Not_annotated	Not_annotated
SIP3645	Archaea	Woesearchaeota_(DHVEG-6)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3646	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ZD0405	Not_annotated
SIP3647	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3648	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Not_annotated
SIP3649	Bacteria	Acidobacteria	Acidobacteria	Subgroup_11	Not_annotated	Not_annotated
SIP3650	Bacteria	Planctomycetes	OM190	Not_annotated	Not_annotated	Not_annotated
SIP3651	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3652	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
SIP3653	Bacteria	Acidobacteria	Acidobacteria	Subgroup_21	Not_annotated	Not_annotated
SIP3654	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	Not_annotated	Not_annotated
SIP3655	Bacteria	Planctomycetes	Pla3_lineage	Not_annotated	Not_annotated	Not_annotated
SIP3656	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Not_annotated
SIP3657	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Not_annotated
SIP3658	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3659	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3660	Bacteria	Planctomycetes	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3661	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta_2
SIP3662	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3663	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Not_annotated
SIP3664	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
SIP3665	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3666	Bacteria	Chloroflexi	S085	Not_annotated	Not_annotated	Not_annotated
SIP3667	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Not_annotated
SIP3668	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Not_annotated
SIP3669	Bacteria	Planctomycetes	OM190	Not_annotated	Not_annotated	Not_annotated
SIP3670	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	Not_annotated
SIP3671	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3672	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3673	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3674	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	Not_annotated	Not_annotated
SIP3675	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Not_annotated	Not_annotated	Not_annotated
SIP3676	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
SIP3677	Bacteria	SHA-109	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3678	Bacteria	Acidobacteria	Acidobacteria	Subgroup_21	Not_annotated	Not_annotated
SIP3679	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	SAR202_Clade1
SIP3680	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3681	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	Not_annotated
SIP3682	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Not_annotated
SIP3683	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
SIP3684	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
SIP3685	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3686	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
SIP3687	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	Not_annotated
SIP3688	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
SIP3689	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3690	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	SAR202_Clade5
SIP3691	Bacteria	Acidobacteria	Acidobacteria	Subgroup_21	Not_annotated	Not_annotated
SIP3692	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula
SIP3693	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3694	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3695	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	SAR202_Clade5
SIP3696	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	Not_annotated	Not_annotated
SIP3697	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
SIP3698	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	SAR202_Clade5
SIP3699	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3700	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
SIP3701	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Not_annotated
SIP3702	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3703	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3704	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
SIP3705	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3706	Bacteria	PAUC34f	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3707	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3708	Bacteria	SHA-109	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3709	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3710	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
SIP3711	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix
SIP3712	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3713	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3714	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia
SIP3715	Bacteria	Planctomycetes	Pla3_lineage	Not_annotated	Not_annotated	Not_annotated
SIP3716	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3717	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis
SIP3718	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Not_annotated
SIP3719	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	Not_annotated
SIP3720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3721	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3722	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3723	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3724	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
SIP3725	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
SIP3726	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	Not_annotated
SIP3727	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3728	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3729	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage
SIP3730	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
SIP3731	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	SAR202_Clade
SIP3732	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	Not_annotated	Not_annotated
SIP3733	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3734	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Not_annotated	Not_annotated
SIP3735	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3736	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
SIP3737	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
SIP3738	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	Not_annotated
SIP3739	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
SIP3740	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3741	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3742	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
SIP3743	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3744	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3745	Bacteria	Hydrogenedentes	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3746	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Salinimonas
SIP3747	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
SIP3748	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3749	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Fangia
SIP3750	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Not_annotated	Not_annotated
SIP3751	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3752	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Not_annotated
SIP3753	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Not_annotated
SIP3754	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Not_annotated
SIP3755	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	Not_annotated
SIP3756	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IIIa	Not_annotated
SIP3757	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3758	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	Not_annotated
SIP3759	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3760	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3761	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	Not_annotated	Not_annotated
SIP3762	Bacteria	Chloroflexi	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3763	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Umboniibacter
SIP3764	Bacteria	Planctomycetes	Pla3_lineage	Not_annotated	Not_annotated	Not_annotated
SIP3765	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
SIP3766	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	Not_annotated
SIP3767	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3768	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3769	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3770	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3771	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3772	Bacteria	Chloroflexi	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3773	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3774	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
SIP3775	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
SIP3776	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3777	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda
SIP3778	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Not_annotated
SIP3779	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
SIP3780	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
SIP3781	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3782	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3783	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3784	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3785	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
SIP3786	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	Not_annotated	Not_annotated
SIP3787	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3788	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3789	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3790	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3791	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	Not_annotated
SIP3792	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3793	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Not_annotated	Not_annotated
SIP3794	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Not_annotated
SIP3795	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3796	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	Not_annotated	Not_annotated
SIP3797	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Not_annotated
SIP3798	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	SAR202_Clade3
SIP3799	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Not_annotated	Not_annotated
SIP3800	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine_Group_III	Not_annotated
